loan_id,origination_date,vintage,country,gender,age,dependents,monthly_income_usd,years_in_business,sector,loan_purpose,loan_amount_usd,loan_term_months,interest_rate_pct,dti_ratio,previous_loans,previous_defaults,dpd_history_days,group_lending,has_collateral,default
8751,2024-04-20,28,Gambia,F,24,4,144.34,7.6,Services,Working capital,612.78,3,22.9,1.4695,1,0,14,1,1,0
8752,2023-06-25,18,Nigeria,F,56,1,177.79,9.8,Petty trade,Equipment,675.93,6,16.8,0.665,3,1,169,1,1,0
8753,2024-06-19,30,Nigeria,F,43,4,362.26,8.5,Agriculture,Expansion,3519.98,12,27.9,0.9372,2,0,0,1,0,0
8754,2024-07-19,31,Ghana,M,25,6,104.22,1.4,Services,Working capital,850.56,18,30.2,0.5694,0,0,0,1,0,0
8755,2022-07-30,7,Nigeria,M,38,1,48.37,2.6,Petty trade,Working capital,149.11,6,31.4,0.5618,1,0,7,1,0,0
8756,2022-11-27,11,Gambia,F,32,5,161.33,1.9,Agriculture,Working capital,1367.77,18,17.3,0.5381,1,0,0,1,0,0
8757,2023-01-26,13,Senegal,M,34,9,42.79,5.2,Petty trade,Expansion,358.4,6,31.5,1.527,1,0,0,0,0,0
8758,2022-08-29,8,Sierra Leone,F,20,5,317.68,4.2,Agriculture,Working capital,2399.51,12,32.5,0.7457,1,0,0,1,0,0
8759,2023-05-26,17,Nigeria,F,18,3,191.48,3.8,Petty trade,Inventory,1371.58,3,38.7,2.5433,2,1,116,1,0,0
8760,2022-09-28,9,Gambia,M,34,0,66.35,1.9,Petty trade,Expansion,461.89,6,23.5,1.241,3,0,21,1,0,0
8761,2023-12-22,24,Ghana,F,32,4,46.94,0.5,Fishing,Inventory,251.29,12,19.4,0.4944,2,0,21,1,0,0
8762,2022-05-31,5,Gambia,F,64,4,72.45,2.8,Agriculture,Emergency,232.3,12,21.5,0.2993,1,0,14,1,0,0
8763,2023-01-26,13,Gambia,F,30,1,167.11,1.1,Petty trade,Expansion,881.38,6,29.5,0.9562,2,0,7,0,0,0
8764,2024-02-20,26,Gambia,F,33,2,76.59,3.5,Petty trade,Working capital,611.0,9,27.7,0.9918,1,0,0,0,0,0
8765,2023-06-25,18,Gambia,M,61,1,189.81,1.0,Services,Emergency,820.97,3,26.5,1.5059,0,0,0,1,0,0
8766,2023-06-25,18,Senegal,F,58,4,213.33,11.6,Petty trade,Inventory,829.17,9,23.4,0.4751,1,0,0,1,0,0
8767,2024-06-19,30,Senegal,F,20,4,86.23,17.3,Services,Education,229.76,9,32.8,0.338,0,0,14,0,1,0
8768,2024-11-16,35,Nigeria,F,22,1,206.47,3.6,Livestock,Education,1770.07,3,32.3,3.0129,1,0,0,1,0,0
8769,2023-11-22,23,Nigeria,M,22,4,250.83,2.5,Petty trade,Working capital,1741.58,12,25.8,0.6626,3,0,21,0,1,0
8770,2022-05-01,4,Senegal,F,39,4,170.62,6.1,Manufacturing,Working capital,852.29,24,46.7,0.324,1,0,0,0,1,0
8771,2022-05-31,5,Gambia,F,44,3,168.54,0.1,Petty trade,Inventory,557.89,12,17.3,0.3024,1,0,0,1,0,0
8772,2024-11-16,35,Sierra Leone,M,34,4,86.71,2.6,Manufacturing,Working capital,571.29,3,23.7,2.2835,4,0,14,0,1,0
8773,2024-03-21,27,Gambia,M,18,6,410.93,1.1,Services,Equipment,718.98,3,19.9,0.6027,2,0,7,1,0,0
8774,2024-05-20,29,Ghana,M,27,5,67.42,4.5,Services,Education,179.37,12,21.8,0.2488,2,1,122,0,0,0
8775,2024-03-21,27,Gambia,F,46,4,93.17,0.1,Petty trade,Inventory,363.61,12,26.0,0.3728,1,1,36,0,0,0
8776,2022-09-28,9,Sierra Leone,M,35,7,213.39,2.0,Petty trade,Working capital,393.0,12,30.5,0.18,0,0,14,1,1,0
8777,2023-07-25,19,Senegal,F,23,5,96.96,2.5,Agriculture,Working capital,139.22,18,28.2,0.0987,0,0,0,0,0,0
8778,2024-06-19,30,Sierra Leone,M,48,4,101.49,8.4,Petty trade,Expansion,340.64,6,50.0,0.6437,0,0,0,1,0,0
8779,2024-08-18,32,Sierra Leone,M,46,6,53.69,2.0,Services,Emergency,508.3,24,15.0,0.459,3,0,0,1,1,0
8780,2022-11-27,11,Sierra Leone,M,41,3,91.69,5.0,Petty trade,Emergency,106.26,12,25.1,0.1102,3,0,21,1,0,0
8781,2023-12-22,24,Nigeria,M,62,2,517.34,7.8,Petty trade,Working capital,4237.48,24,33.1,0.4711,2,0,7,0,0,0
8782,2022-08-29,8,Nigeria,M,57,5,97.92,13.3,Petty trade,Working capital,527.65,12,12.0,0.4788,2,0,21,0,1,0
8783,2024-10-17,34,Sierra Leone,M,19,6,261.75,7.4,Manufacturing,Education,471.23,18,33.8,0.1289,1,1,162,0,0,0
8784,2022-12-27,12,Gambia,F,60,5,90.06,9.2,Petty trade,Education,396.38,12,39.2,0.4492,2,0,0,0,1,0
8785,2024-04-20,28,Nigeria,F,20,3,64.11,0.0,Services,Working capital,445.93,6,25.3,1.2463,0,0,0,1,1,0
8786,2022-11-27,11,Gambia,F,40,4,76.13,2.4,Fishing,Working capital,132.49,18,22.5,0.1148,4,0,0,1,0,0
8787,2024-01-21,25,Senegal,M,60,3,187.76,7.7,Agriculture,Inventory,411.49,9,24.0,0.2685,0,0,14,0,1,0
8788,2024-02-20,26,Senegal,M,64,2,40.0,12.8,Agriculture,Working capital,88.45,6,30.7,0.4022,0,0,14,1,0,0
8789,2023-03-27,15,Sierra Leone,M,19,2,337.91,3.4,Livestock,Expansion,2440.44,18,29.1,0.4999,0,0,7,0,0,0
8790,2024-07-19,31,Senegal,F,21,3,161.79,0.6,Services,Working capital,339.98,9,32.8,0.2665,1,0,0,0,1,1
8791,2024-09-17,33,Ghana,F,29,3,97.1,6.4,Petty trade,Expansion,694.61,6,21.3,1.2674,1,0,0,1,0,0
8792,2024-08-18,32,Ghana,F,30,3,75.48,3.0,Agriculture,Working capital,308.8,12,35.3,0.4096,0,0,0,1,0,0
8793,2023-03-27,15,Ghana,F,31,3,88.85,3.1,Petty trade,Working capital,529.78,9,27.0,0.7393,0,0,21,1,0,0
8794,2024-05-20,29,Gambia,M,37,5,242.35,0.4,Manufacturing,Working capital,366.16,9,48.3,0.2034,0,0,7,0,1,0
8795,2023-11-22,23,Ghana,M,32,2,47.15,2.3,Petty trade,Working capital,271.29,18,19.9,0.3724,2,0,0,1,0,0
8796,2023-12-22,24,Ghana,F,45,2,117.56,0.7,Manufacturing,Inventory,983.55,12,39.3,0.8544,2,0,14,1,1,0
8797,2023-08-24,20,Sierra Leone,M,58,1,239.23,2.0,Petty trade,Working capital,1851.88,6,22.3,1.3754,2,1,72,1,1,1
8798,2023-12-22,24,Sierra Leone,M,43,4,40.0,0.0,Petty trade,Working capital,234.43,3,17.9,2.0122,5,1,170,1,1,0
8799,2022-07-30,7,Gambia,M,33,5,83.35,0.4,Agriculture,Expansion,221.56,9,27.8,0.3306,1,0,21,1,0,0
8800,2023-06-25,18,Gambia,F,44,2,49.0,3.1,Petty trade,Inventory,366.24,9,18.5,0.8958,1,1,130,1,1,0
8801,2022-09-28,9,Ghana,F,47,0,56.08,0.9,Livestock,Inventory,293.53,6,30.9,0.9526,2,2,121,0,0,1
8802,2023-01-26,13,Senegal,M,60,5,138.37,0.0,Agriculture,Working capital,473.55,24,35.9,0.2019,1,0,14,0,1,0
8803,2022-06-30,6,Nigeria,M,62,3,179.38,1.3,Services,Education,1425.85,6,24.2,1.4199,1,0,7,0,0,0
8804,2022-10-28,10,Nigeria,F,31,2,95.02,8.3,Petty trade,Education,493.95,6,21.3,0.921,1,1,68,1,0,0
8805,2024-06-19,30,Gambia,M,61,1,49.42,10.9,Petty trade,Equipment,470.89,6,35.8,1.7579,1,0,7,0,0,0
8806,2023-11-22,23,Nigeria,M,56,2,72.28,5.3,Agriculture,Expansion,356.73,6,19.8,0.8707,2,0,0,1,0,0
8807,2022-01-31,1,Gambia,F,24,4,154.19,1.4,Petty trade,Expansion,650.16,6,15.6,0.7351,2,0,7,1,1,0
8808,2024-06-19,30,Sierra Leone,M,44,2,118.94,12.8,Fishing,Emergency,542.43,6,35.1,0.8398,3,0,7,1,0,0
8809,2024-09-17,33,Senegal,M,25,1,59.85,9.5,Agriculture,Emergency,290.9,12,29.5,0.4726,1,0,0,1,0,0
8810,2024-08-18,32,Nigeria,F,41,5,90.67,1.8,Agriculture,Equipment,405.72,12,27.6,0.431,2,1,161,0,0,0
8811,2024-07-19,31,Gambia,F,20,4,194.01,0.4,Agriculture,Equipment,1602.75,6,20.5,1.4603,0,0,21,0,1,0
8812,2024-11-16,35,Ghana,F,32,2,137.07,8.7,Services,Emergency,547.92,18,33.3,0.2851,0,0,0,1,1,0
8813,2023-12-22,24,Gambia,M,45,2,64.89,2.0,Agriculture,Equipment,206.11,12,34.0,0.3159,0,0,0,0,0,0
8814,2024-11-16,35,Nigeria,M,32,2,141.63,0.8,Fishing,Inventory,1364.39,9,12.4,1.1264,1,0,0,0,1,0
8815,2024-10-17,34,Sierra Leone,F,18,5,86.73,0.5,Services,Working capital,911.96,9,50.0,1.4249,2,0,0,1,0,0
8816,2023-02-25,14,Nigeria,M,36,6,82.47,0.3,Services,Working capital,433.41,6,16.9,0.9196,2,0,21,1,1,0
8817,2024-08-18,32,Ghana,M,43,4,131.53,0.6,Agriculture,Working capital,371.57,9,22.7,0.3443,1,0,7,0,0,0
8818,2024-06-19,30,Gambia,M,53,2,62.87,4.1,Petty trade,Working capital,138.59,9,24.2,0.2703,3,0,0,1,0,1
8819,2024-05-20,29,Sierra Leone,M,24,2,93.3,10.3,Manufacturing,Equipment,637.12,9,12.0,0.7972,0,0,0,1,1,0
8820,2024-09-17,33,Senegal,F,40,6,227.74,1.2,Petty trade,Inventory,1958.12,6,20.2,1.5186,1,1,53,1,0,0
8821,2023-05-26,17,Ghana,M,27,2,534.73,9.6,Services,Expansion,3755.13,6,23.1,1.2505,2,0,0,1,1,0
8822,2023-06-25,18,Gambia,F,25,0,43.47,0.6,Services,Inventory,372.76,18,24.9,0.5758,1,0,0,1,0,0
8823,2024-02-20,26,Nigeria,M,23,2,71.75,2.1,Livestock,Expansion,353.19,6,21.6,0.8729,4,0,21,0,0,0
8824,2024-04-20,28,Senegal,F,53,2,239.41,1.8,Petty trade,Working capital,2321.01,18,37.2,0.7109,1,0,0,1,0,0
8825,2024-08-18,32,Senegal,F,61,3,57.21,7.9,Manufacturing,Expansion,436.36,12,30.6,0.7458,3,0,0,1,0,0
8826,2024-08-18,32,Gambia,M,49,3,112.54,4.1,Petty trade,Working capital,925.7,12,35.4,0.8239,0,0,0,1,0,0
8827,2024-04-20,28,Ghana,F,35,1,357.19,1.3,Services,Working capital,2495.26,9,25.3,0.8603,1,0,0,1,1,0
8828,2024-10-17,34,Gambia,F,62,3,78.51,5.5,Services,Equipment,165.47,6,33.4,0.3863,0,0,0,0,1,0
8829,2022-09-28,9,Sierra Leone,M,41,2,104.5,0.9,Petty trade,Education,812.46,9,29.6,0.9739,1,0,0,1,1,0
8830,2024-10-17,34,Nigeria,F,42,8,56.12,14.2,Agriculture,Working capital,214.82,12,34.0,0.3807,1,0,14,1,0,0
8831,2022-04-01,3,Sierra Leone,F,47,0,183.42,0.6,Petty trade,Working capital,319.01,9,19.6,0.2094,2,0,0,1,1,0
8832,2023-11-22,23,Senegal,F,48,2,41.54,0.3,Agriculture,Working capital,375.66,18,37.4,0.664,4,0,0,1,0,0
8833,2022-05-31,5,Ghana,M,41,7,80.26,1.8,Petty trade,Equipment,246.39,6,29.5,0.5566,2,0,21,1,1,0
8834,2023-11-22,23,Senegal,M,40,2,55.78,2.5,Agriculture,Working capital,543.5,12,28.3,0.9417,0,0,0,0,1,0
8835,2023-05-26,17,Sierra Leone,M,32,2,100.21,9.8,Petty trade,Working capital,821.65,12,39.1,0.8365,2,0,0,1,1,0
8836,2022-05-01,4,Senegal,M,49,0,369.95,18.4,Petty trade,Equipment,2167.12,12,25.7,0.5587,1,0,21,1,0,0
8837,2024-02-20,26,Senegal,M,49,2,153.18,1.7,Agriculture,Equipment,1394.14,6,25.1,1.6299,1,0,14,1,1,0
8838,2024-04-20,28,Senegal,F,38,5,140.22,3.2,Services,Inventory,1203.29,12,38.6,0.8733,3,0,0,1,0,1
8839,2022-09-28,9,Senegal,M,51,5,145.09,3.0,Petty trade,Expansion,884.66,12,24.9,0.5792,3,1,170,1,0,0
8840,2024-03-21,27,Nigeria,M,24,1,119.84,1.7,Services,Education,774.88,24,26.4,0.3497,1,0,7,1,0,0
8841,2022-09-28,9,Gambia,M,37,3,262.52,4.6,Livestock,Working capital,1765.69,12,15.9,0.6099,0,0,0,0,0,0
8842,2022-07-30,7,Ghana,M,64,5,193.3,4.4,Livestock,Working capital,481.18,12,20.6,0.2313,2,0,7,0,0,0
8843,2022-07-30,7,Senegal,F,52,5,55.66,4.0,Petty trade,Education,334.95,6,36.1,1.1112,1,0,0,0,0,1
8844,2023-12-22,24,Gambia,F,51,5,218.09,1.3,Petty trade,Inventory,380.25,6,30.0,0.3165,2,1,47,0,1,0
8845,2024-06-19,30,Sierra Leone,M,58,0,139.93,0.1,Petty trade,Equipment,1294.32,9,19.3,1.1122,2,0,0,1,0,0
8846,2023-12-22,24,Nigeria,M,46,2,159.64,1.9,Petty trade,Equipment,1173.21,12,23.3,0.6924,0,0,0,1,0,0
8847,2024-06-19,30,Sierra Leone,M,49,1,40.0,1.0,Petty trade,Expansion,97.16,6,20.5,0.4294,3,0,14,0,0,1
8848,2023-12-22,24,Senegal,F,40,3,121.57,4.2,Agriculture,Emergency,1167.47,18,30.9,0.6734,2,0,0,1,0,0
8849,2024-06-19,30,Nigeria,M,56,2,111.79,3.7,Livestock,Working capital,1122.06,18,31.7,0.7079,2,0,0,0,0,0
8850,2024-11-16,35,Ghana,M,51,3,80.17,1.2,Agriculture,Working capital,537.01,3,23.1,2.3193,0,0,21,0,1,1
8851,2023-05-26,17,Ghana,M,42,2,231.34,1.2,Petty trade,Inventory,283.47,12,19.5,0.1132,2,0,14,1,0,0
8852,2022-07-30,7,Gambia,M,23,0,45.54,10.8,Agriculture,Working capital,344.09,24,14.6,0.3649,2,0,21,0,1,0
8853,2022-07-30,7,Gambia,M,55,4,747.1,6.3,Agriculture,Expansion,5836.58,12,39.6,0.799,5,1,90,1,1,1
8854,2023-12-22,24,Gambia,F,33,3,62.14,0.2,Agriculture,Working capital,151.83,12,25.8,0.2332,3,1,50,0,0,0
8855,2023-11-22,23,Nigeria,M,34,3,161.11,2.0,Petty trade,Equipment,864.53,6,32.4,0.9807,2,0,14,0,1,0
8856,2022-09-28,9,Nigeria,M,23,5,138.19,4.2,Services,Expansion,1133.07,12,19.5,0.7576,4,0,21,1,0,0
8857,2024-08-18,32,Ghana,M,28,2,244.93,0.3,Livestock,Emergency,2233.33,9,25.1,1.122,3,2,177,1,1,0
8858,2024-10-17,34,Gambia,M,23,4,331.2,7.0,Services,Inventory,3408.99,6,18.7,1.8102,1,0,0,1,0,0
8859,2022-12-27,12,Nigeria,F,22,5,93.59,0.8,Manufacturing,Inventory,626.92,9,33.1,0.8507,0,0,7,0,0,0
8860,2022-10-28,10,Gambia,F,19,4,135.03,5.5,Services,Inventory,413.3,3,34.2,1.079,1,1,43,1,0,0
8861,2022-10-28,10,Nigeria,F,31,2,94.04,7.1,Agriculture,Expansion,618.74,6,34.4,1.2092,0,0,7,1,1,0
8862,2023-05-26,17,Senegal,F,53,3,68.03,0.4,Manufacturing,Working capital,320.09,6,21.6,0.8343,1,0,21,1,0,0
8863,2024-08-18,32,Nigeria,F,58,2,124.02,0.6,Petty trade,Inventory,971.81,6,28.8,1.4179,0,0,0,0,0,0
8864,2023-12-22,24,Gambia,F,28,4,119.55,2.2,Manufacturing,Expansion,640.99,6,18.2,0.9416,0,0,0,0,1,1
8865,2022-04-01,3,Senegal,F,37,4,122.33,1.2,Agriculture,Emergency,877.93,12,29.0,0.6961,1,0,0,0,0,0
8866,2023-08-24,20,Senegal,F,57,3,96.84,8.2,Petty trade,Equipment,614.49,24,34.2,0.3687,3,0,0,1,1,0
8867,2022-05-31,5,Senegal,F,51,4,149.03,1.2,Petty trade,Emergency,571.59,12,24.8,0.3642,2,0,0,1,0,0
8868,2023-06-25,18,Gambia,F,60,4,194.24,3.3,Petty trade,Inventory,658.16,12,26.8,0.325,1,0,14,0,1,0
8869,2023-06-25,18,Ghana,M,37,4,58.93,1.1,Services,Working capital,422.59,6,20.3,1.2669,0,0,14,0,1,0
8870,2024-02-20,26,Gambia,F,25,0,175.94,0.3,Manufacturing,Education,1583.92,24,21.3,0.4639,1,0,21,1,0,0
8871,2023-11-22,23,Sierra Leone,M,24,6,310.1,0.0,Livestock,Working capital,2893.6,9,21.4,1.1314,3,1,149,0,0,1
8872,2024-08-18,32,Senegal,F,51,4,56.52,15.8,Manufacturing,Emergency,545.17,24,22.2,0.5013,3,1,156,0,0,1
8873,2022-01-01,0,Senegal,F,19,2,133.33,3.2,Manufacturing,Inventory,158.6,18,35.7,0.0863,1,0,0,0,0,0
8874,2024-05-20,29,Ghana,F,39,4,159.6,5.2,Manufacturing,Inventory,1082.57,18,22.2,0.4465,1,0,0,1,0,0
8875,2022-01-31,1,Nigeria,F,34,3,194.42,0.4,Services,Expansion,1183.78,24,27.8,0.3336,2,0,0,0,0,0
8876,2023-02-25,14,Gambia,F,61,2,208.08,2.4,Manufacturing,Emergency,598.77,18,34.5,0.207,3,0,0,1,1,0
8877,2024-08-18,32,Nigeria,F,64,1,250.29,3.2,Agriculture,Emergency,1041.18,24,30.4,0.2334,2,0,0,1,0,0
8878,2024-03-21,27,Sierra Leone,M,40,4,131.84,1.4,Fishing,Equipment,1014.43,9,48.6,1.0372,1,0,7,0,0,0
8879,2022-08-29,8,Senegal,M,45,2,66.79,7.0,Petty trade,Expansion,543.94,6,33.4,1.4926,1,0,14,1,0,0
8880,2023-09-23,21,Gambia,M,35,3,98.02,2.6,Petty trade,Expansion,281.4,12,25.4,0.2734,1,0,0,1,0,0
8881,2024-04-20,28,Gambia,M,54,3,288.88,1.1,Petty trade,Working capital,2300.29,9,16.5,0.9467,2,0,14,0,0,1
8882,2024-10-17,34,Sierra Leone,M,31,1,71.68,0.3,Manufacturing,Working capital,382.3,3,37.5,1.8901,1,0,7,0,0,0
8883,2024-01-21,25,Gambia,F,52,1,165.89,5.9,Services,Expansion,658.59,18,24.4,0.2656,1,1,125,1,1,0
8884,2022-01-31,1,Gambia,F,60,2,201.76,0.1,Agriculture,Inventory,623.53,3,21.6,1.0675,1,0,14,0,1,0
8885,2023-09-23,21,Sierra Leone,M,26,3,175.43,11.1,Petty trade,Working capital,1435.81,6,20.5,1.4468,2,1,117,1,0,0
8886,2022-08-29,8,Nigeria,F,28,4,212.23,0.4,Manufacturing,Emergency,322.36,3,19.0,0.5224,1,1,77,1,0,1
8887,2022-03-02,2,Senegal,M,35,2,119.22,11.0,Services,Equipment,758.62,9,26.1,0.7861,3,0,7,1,1,0
8888,2023-12-22,24,Gambia,F,56,5,114.34,1.3,Agriculture,Emergency,400.42,6,23.8,0.6248,1,0,0,0,0,1
8889,2024-06-19,30,Ghana,F,48,5,361.25,5.3,Services,Working capital,1509.17,12,29.5,0.4062,1,0,21,0,1,0
8890,2022-03-02,2,Nigeria,F,27,5,396.81,0.3,Services,Emergency,2422.85,12,45.7,0.6434,2,1,69,1,0,0
8891,2024-06-19,30,Gambia,M,35,1,289.41,1.9,Agriculture,Equipment,1667.15,3,28.5,2.0121,3,1,35,1,1,0
8892,2024-03-21,27,Gambia,M,48,2,168.94,5.8,Petty trade,Working capital,301.23,6,41.9,0.3345,1,0,21,1,1,0
8893,2024-05-20,29,Sierra Leone,M,63,2,86.0,6.9,Petty trade,Equipment,725.23,6,25.4,1.5114,1,0,0,1,0,0
8894,2022-12-27,12,Nigeria,F,39,1,131.89,3.5,Services,Inventory,618.01,12,26.2,0.4481,2,0,7,1,0,0
8895,2023-05-26,17,Senegal,F,21,6,112.44,0.8,Fishing,Working capital,493.6,12,12.0,0.39,2,0,14,0,1,0
8896,2022-06-30,6,Sierra Leone,F,22,5,235.2,5.4,Fishing,Inventory,1215.73,9,37.7,0.6683,0,0,7,1,1,0
8897,2022-11-27,11,Ghana,F,19,5,153.58,1.8,Services,Inventory,973.83,18,21.1,0.414,1,0,0,1,1,0
8898,2023-02-25,14,Sierra Leone,M,23,1,172.48,0.8,Petty trade,Inventory,1500.16,6,34.2,1.5976,2,0,14,1,0,0
8899,2023-03-27,15,Gambia,F,37,3,119.11,3.2,Agriculture,Working capital,198.72,6,12.0,0.2879,2,1,112,0,1,0
8900,2022-09-28,9,Senegal,F,31,1,40.0,0.5,Services,Working capital,249.42,12,22.4,0.5848,1,0,14,0,1,0
8901,2022-09-28,9,Ghana,M,32,5,267.05,0.5,Petty trade,Inventory,605.52,3,28.9,0.7925,1,0,0,1,1,0
8902,2024-09-17,33,Senegal,F,54,5,116.9,3.8,Services,Inventory,159.73,12,26.2,0.1307,1,0,0,1,0,0
8903,2024-06-19,30,Senegal,M,40,2,217.21,0.4,Fishing,Working capital,1919.01,12,21.2,0.8235,3,1,139,0,0,0
8904,2023-04-26,16,Ghana,M,52,1,99.19,0.1,Agriculture,Inventory,882.63,9,29.5,1.1142,0,0,0,0,1,0
8905,2024-10-17,34,Ghana,M,43,1,321.61,2.6,Petty trade,Working capital,1356.58,3,33.9,1.4862,2,1,77,0,0,1
8906,2022-11-27,11,Gambia,F,27,4,88.15,0.5,Services,Equipment,413.13,6,16.3,0.8187,1,0,0,1,0,0
8907,2023-06-25,18,Senegal,F,62,6,116.44,2.7,Petty trade,Emergency,703.27,6,31.9,1.1023,1,0,0,1,0,1
8908,2024-07-19,31,Nigeria,M,40,3,122.68,6.0,Agriculture,Working capital,839.63,12,36.5,0.6893,2,0,7,1,0,0
8909,2023-07-25,19,Ghana,F,57,5,49.16,2.7,Services,Equipment,399.88,6,35.8,1.5007,1,0,21,1,1,0
8910,2022-11-27,11,Senegal,F,22,0,155.44,2.9,Agriculture,Working capital,587.97,24,28.1,0.2078,0,0,0,0,0,1
8911,2023-04-26,16,Gambia,F,57,3,199.63,0.4,Petty trade,Equipment,1218.02,24,25.5,0.3272,1,0,0,1,0,0
8912,2023-09-23,21,Gambia,F,51,0,156.31,1.7,Fishing,Emergency,304.72,12,33.0,0.1929,2,0,7,1,0,0
8913,2024-01-21,25,Nigeria,F,29,0,488.08,1.0,Petty trade,Inventory,4121.64,12,26.6,0.8092,0,0,0,1,1,0
8914,2023-06-25,18,Nigeria,M,55,0,71.19,1.7,Agriculture,Emergency,474.25,12,37.9,0.6756,1,0,14,0,0,0
8915,2023-07-25,19,Ghana,F,52,1,43.17,0.3,Manufacturing,Inventory,267.11,12,46.5,0.6545,1,1,45,0,0,0
8916,2022-12-27,12,Ghana,M,59,4,59.46,1.6,Agriculture,Working capital,93.36,9,18.6,0.1883,0,0,0,0,1,0
8917,2023-10-23,22,Gambia,M,27,0,127.8,5.6,Petty trade,Inventory,210.51,6,30.7,0.2996,1,0,0,1,0,0
8918,2022-11-27,11,Senegal,M,59,1,249.47,1.6,Fishing,Working capital,440.32,6,27.3,0.318,0,0,14,1,0,0
8919,2024-08-18,32,Senegal,F,53,5,134.92,2.0,Manufacturing,Equipment,466.58,18,12.0,0.2109,2,0,7,0,0,0
8920,2024-05-20,29,Senegal,F,33,0,90.38,7.8,Petty trade,Working capital,465.84,18,31.1,0.3619,2,1,97,0,0,1
8921,2023-06-25,18,Gambia,M,34,1,298.35,2.6,Services,Working capital,1429.64,9,26.9,0.5939,3,0,0,0,0,0
8922,2024-05-20,29,Gambia,F,29,0,113.36,1.5,Petty trade,Working capital,306.61,12,34.6,0.2698,0,0,0,1,0,0
8923,2022-01-01,0,Sierra Leone,M,40,4,53.29,3.3,Livestock,Equipment,218.87,12,35.2,0.411,3,2,34,1,0,1
8924,2023-04-26,16,Ghana,F,60,6,221.24,6.0,Services,Expansion,1183.57,12,29.4,0.52,1,0,0,1,0,0
8925,2023-07-25,19,Nigeria,M,57,1,178.94,1.0,Services,Expansion,362.11,3,35.5,0.7148,0,0,7,1,1,0
8926,2023-08-24,20,Ghana,F,24,5,140.13,1.3,Agriculture,Working capital,314.39,3,18.0,0.7704,1,0,0,1,0,0
8927,2024-05-20,29,Nigeria,F,24,4,321.48,4.0,Agriculture,Expansion,2573.9,6,27.5,1.4435,1,0,7,0,0,0
8928,2024-11-16,35,Gambia,M,20,1,114.14,1.9,Agriculture,Working capital,1229.95,6,37.3,1.9963,0,0,14,1,0,1
8929,2023-05-26,17,Gambia,F,46,4,143.73,4.1,Services,Working capital,387.22,6,34.7,0.4955,3,0,21,0,0,0
8930,2023-04-26,16,Ghana,F,32,7,67.67,7.9,Services,Expansion,333.33,9,26.6,0.6097,2,0,0,1,0,0
8931,2024-01-21,25,Ghana,F,53,2,79.65,1.7,Petty trade,Equipment,230.3,12,31.4,0.2839,1,0,0,1,0,0
8932,2023-01-26,13,Gambia,F,53,2,91.44,0.0,Agriculture,Working capital,146.25,6,21.5,0.2835,1,0,0,1,1,0
8933,2022-07-30,7,Ghana,F,27,2,184.17,12.9,Petty trade,Equipment,445.7,12,40.3,0.2484,1,0,14,1,0,1
8934,2024-11-16,35,Gambia,M,50,8,80.99,3.4,Agriculture,Inventory,384.79,12,35.5,0.4761,3,0,0,0,0,1
8935,2024-06-19,30,Gambia,M,53,5,114.67,2.8,Livestock,Inventory,721.22,24,29.0,0.3484,2,0,21,0,1,0
8936,2024-10-17,34,Sierra Leone,F,64,4,106.3,14.9,Manufacturing,Inventory,664.77,12,31.1,0.613,1,1,71,1,0,1
8937,2022-10-28,10,Ghana,F,51,1,117.73,1.0,Services,Working capital,537.78,12,31.8,0.4494,2,0,0,1,0,0
8938,2022-01-31,1,Senegal,F,34,5,76.82,1.3,Livestock,Working capital,272.79,6,33.0,0.6501,0,0,0,1,1,0
8939,2023-07-25,19,Gambia,F,64,2,107.32,13.3,Services,Equipment,470.02,12,25.8,0.418,0,0,0,1,0,0
8940,2024-10-17,34,Sierra Leone,F,30,5,60.85,4.3,Petty trade,Emergency,82.81,12,33.4,0.135,1,1,98,1,0,0
8941,2022-07-30,7,Sierra Leone,M,55,3,118.65,3.0,Services,Expansion,325.43,9,43.8,0.363,0,0,7,1,0,1
8942,2022-06-30,6,Gambia,M,35,3,119.47,5.7,Agriculture,Working capital,281.01,24,35.0,0.1376,3,0,0,1,1,0
8943,2022-04-01,3,Senegal,M,61,3,126.92,0.6,Agriculture,Working capital,663.96,6,25.3,0.9373,1,1,80,1,0,1
8944,2024-05-20,29,Ghana,M,54,2,169.98,11.5,Services,Equipment,905.15,18,25.3,0.3586,0,0,0,0,0,0
8945,2024-06-19,30,Gambia,F,46,1,359.79,4.9,Agriculture,Emergency,1184.58,12,29.8,0.3206,1,0,14,0,0,0
8946,2024-03-21,27,Ghana,F,28,4,44.91,2.8,Manufacturing,Education,109.57,6,40.1,0.4555,0,0,21,0,1,1
8947,2022-04-01,3,Gambia,M,26,2,97.26,6.7,Agriculture,Working capital,574.11,18,31.6,0.416,0,0,0,1,1,0
8948,2024-04-20,28,Gambia,F,62,5,70.26,3.6,Petty trade,Equipment,656.63,6,13.7,1.6204,2,0,21,1,0,0
8949,2023-07-25,19,Ghana,M,55,1,146.5,2.9,Petty trade,Equipment,486.14,6,19.9,0.5856,1,0,14,0,1,1
8950,2022-08-29,8,Senegal,F,42,2,185.82,3.9,Agriculture,Working capital,1064.02,24,20.0,0.2914,2,0,21,1,1,0
8951,2023-02-25,14,Ghana,F,59,2,58.68,0.7,Agriculture,Equipment,142.43,9,33.1,0.3082,0,0,0,1,1,0
